_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend:confidence,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend:confidence_summary,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend:confidence,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend:confidence_summary,_activity,_activity:confidence,_activity:confidence_summary,_scenario,_scenario:confidence,_scenario:confidence_summary,what_is_the_main_scenario_portrayed_in_the_image,what_is_the_main_scenario_portrayed_in_the_image:confidence,what_is_the_main_scenario_portrayed_in_the_image:confidence_summary,which_activities_are_the_people_involved_in,which_activities_are_the_people_involved_in:confidence,which_activities_are_the_people_involved_in:confidence_summary,which_of_the_following_emotions_are_the_people_expressing,which_of_the_following_emotions_are_the_people_expressing:confidence,which_of_the_following_emotions_are_the_people_expressing:confidence_summary,orig__golden,orig__last_judgment_at,orig__trusted_judgments,orig__unit_id,orig__unit_state,are_the_people_an_important_part_of_the_image,are_the_people_an_important_part_of_the_image_gold,are_the_people_an_important_part_of_the_image_gold_reason,are_the_people_an_important_part_of_the_imageconfidence,are_the_people_interacting_with_each_,are_the_people_interacting_with_each__gold,are_the_people_interacting_with_each__gold_reason,are_the_people_interacting_with_each_confidence,are_there_people_in_the_image,are_there_people_in_the_image_gold,are_there_people_in_the_image_gold_reason,are_there_people_in_the_imageconfidence,are_there_people_in_the_imageconfidence_summary,batch_num,can_you_clearly_see_the_persons__peoples_faces,can_you_clearly_see_the_persons__peoples_faces_gold,can_you_clearly_see_the_persons__peoples_faces_gold_reason,can_you_clearly_see_the_persons__peoples_facesconfidence,can_you_clearly_see_the_persons__peoples_facesconfidence_summary,cant_access,cant_access_gold,cant_access_gold_reason,cant_accessconfidence,code,do_either_of_the_following_labels_apply_to_the_people_in_the_image,do_either_of_the_following_labels_apply_to_the_people_in_the_image_gold,do_either_of_the_following_labels_apply_to_the_people_in_the_image_gold_reason,do_either_of_the_following_labels_apply_to_the_people_in_the_imageconfidence,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend_gold,how_many_people_are_in_the_image,how_many_people_are_in_the_image_gold,how_many_people_are_in_the_image_gold_reason,how_many_people_are_in_the_imageconfidence,image_url,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend_gold,nil,orig__golden,orig__last_judgment_at,orig__trusted_judgments,orig__unit_id,orig__unit_state,_activity_gold,_scenario_gold,system_identifier,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply_gold,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply_gold_reason,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_applyconfidence,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply_gold,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply_gold_reason,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_applyconfidence,what_is_the_gender_of_the_people_in_the_image,what_is_the_gender_of_the_people_in_the_image_gold,what_is_the_gender_of_the_people_in_the_image_gold_reason,what_is_the_gender_of_the_people_in_the_imageconfidence,what_is_the_main_scenario_portrayed_in_the_image_gold,what_is_the_photo_type_of_the_image__choose_all_that_apply,what_is_the_photo_type_of_the_image__choose_all_that_apply_gold,what_is_the_photo_type_of_the_image__choose_all_that_apply_gold_reason,what_is_the_photo_type_of_the_image__choose_all_that_applyconfidence,what_physical_position_are_the_people_in,what_physical_position_are_the_people_in_gold,what_physical_position_are_the_people_in_gold_reason,what_physical_position_are_the_people_inconfidence,which_activities_are_the_people_involved_in_gold,which_of_the_following_emotions_are_the_people_expressing_gold,Keywords
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/6/7/8/5/TRU1421547.jpg,,,FALSE,3/10/17 22:57,3,1177858890,finalized,,,TRU1421547,Young Adult,,,0.6554,White or Caucasian,,,0.6554,Female,,,1,,Head and shoulders,,,1,,,,1,,,beauty|fashion||||

1191981081,FALSE,finalized,3,3/30/17 15:17,beauty,0.6575,""""": 0.343
""beauty"": 0.657
",fashion,0.6575,""""": 0.343
""fashion"": 0.657
",,,,,,,,0.6675,""""": 0.668
""fashion"": 0.325
""relaxation"": 0.657
",relaxing,1,"""relaxing"": 1.0
"""": 0.325
",neutral,1,"""neutral"": 1.0
",FALSE,3/22/17 17:33,3,1178717702,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/0/2/5/3/TRU1421550.jpg,,,FALSE,3/10/17 23:01,3,1177858893,finalized,,,TRU1421550,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Half length shot,,,0.6866,Lying Down,,,1,,,beauty|fashion|||relaxing|Lying Down

1191981084,FALSE,finalized,3,3/30/17 15:35,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,0,,,,,,0.68,""""": 0.68
""fashion"": 0.32
",,0.68,""""": 0.68
""walking"": 0.32
"""": 0.34
",neutral,0.66,"""excitement"": 0.34
""neutral"": 0.66
",FALSE,3/22/17 16:53,3,1178717705,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/f/d/1/TRU1421553.jpg,,,FALSE,3/10/17 23:00,3,1177858896,finalized,,,TRU1421553,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,0.6653,Standing,,,1,,,beauty|fashion||||Standing

1191981214,FALSE,finalized,3,3/30/17 15:48,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.7038,"""getting_ready"": 0.36
"""": 0.704
""fashion"": 0.296
",,1,"""hugging"": 0.36
"""": 1.0
""relaxing"": 0.296
",,0.7038,"""excitement"": 0.36
"""": 0.704
""neutral"": 0.296
",FALSE,3/22/17 17:01,3,1178717724,finalized,Yes,,,0.659,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/7/e/7/e/TRU1422498.jpg,,,FALSE,3/10/17 23:03,3,1177858915,finalized,,,TRU1422498,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Sitting,,,0.659,,,beauty|fashion||||Sitting

1191981220,FALSE,finalized,3,3/30/17 15:39,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6667,""""": 0.667
""fashion"": 0.333
",,1,""""": 1.0
",neutral,1,"""neutral"": 1.0
",FALSE,3/22/17 17:12,3,1178717730,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/b/a/3/2/TRU1422518.jpg,,,FALSE,3/10/17 22:58,3,1177858921,finalized,,,TRU1422518,Young Adult,,,0.7143,White or Caucasian,,,1,Female,,,1,,Eye contact / looking at camera,,,0.7143,Standing,,,1,,,beauty|fashion||||Standing

1191981222,FALSE,finalized,3,3/30/17 15:47,beauty,0.6559,""""": 0.344
""beauty"": 0.656
",fashion,0.6559,""""": 0.344
""fashion"": 0.656
",,,,,,,,0.6893,""""": 0.689
""fashion"": 0.311
",,1,""""": 1.0
",neutral,0.6559,""""": 0.344
""neutral"": 0.656
",FALSE,3/22/17 17:08,3,1178717732,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,semi identifiable,,,0.6625,"""semi identifiable"": 0.663
""identifiable"": 0.338
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/f/5/b/4/TRU1422520.jpg,,,FALSE,3/10/17 22:58,3,1177858923,finalized,,,TRU1422520,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Head and shoulders,,,0.3507,Standing,,,0.3507,,,beauty|fashion||||Standing

1191981230,FALSE,finalized,3,3/30/17 15:45,beauty,0.6787,"""beauty"": 0.679
"""": 0.321
",fashion,0.6787,"""fashion"": 0.679
"""": 0.321
",,,,,,,,0.6758,""""": 0.676
""fashion"": 0.324
",,1,""""": 1.0
",,1,""""": 1.0
",FALSE,3/22/17 17:18,3,1178717739,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/d/a/8/0/TRU1422527.jpg,,,FALSE,3/10/17 22:52,3,1177858930,finalized,,,TRU1422527,Young Adult,,,1,White or Caucasian,,,0.661,Female,,,1,,Half length shot,,,0.661,Standing,,,1,,,beauty|fashion||||Standing

1191981235,FALSE,finalized,3,3/30/17 15:19,beauty,0.6581,""""": 0.342
""beauty"": 0.658
",fashion,0.6581,""""": 0.342
""fashion"": 0.658
",,0,,,,,,0.6933,""""": 0.693
""fashion"": 0.307
",,0.6933,""""": 0.693
"""": 0.307
",,0.6933,""""": 0.693
""neutral"": 0.658
"""": 0.351
",FALSE,3/22/17 17:14,3,1178717744,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/d/9/a/8/TRU1422532.jpg,,,FALSE,3/10/17 22:57,3,1177858935,finalized,,,TRU1422532,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Half length shot,,,0.6558,Standing,,,1,,,beauty|fashion||||Standing

1191981240,FALSE,finalized,3,3/30/17 15:37,beauty,0.6617,""""": 0.338
""beauty"": 0.662
",fashion,0.6617,""""": 0.338
""fashion"": 0.662
",,0,,,,,,0.6267,""""": 0.627
""events"": 0.288
""fashion"": 0.373
",,0.6267,""""": 0.627
"""": 0.373
",neutral,0.6617,""""": 0.338
""neutral"": 0.662
",FALSE,3/22/17 17:14,3,1178717749,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/0/9/a/c/TRU1424005.jpg,,,FALSE,3/10/17 22:46,3,1177858940,finalized,,,TRU1424005,Teen,,,0.343,White or Caucasian,,,0.6736,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191981247,FALSE,finalized,3,3/30/17 15:21,beauty,0.6647,""""": 0.335
""beauty"": 0.665
",fashion,0.6647,""""": 0.335
""fashion"": 0.665
",,0,,,,,,0.678,""""": 0.678
""fashion"": 0.665
",,1,""""": 1.0
""walking"": 0.343
"""": 0.343
",,0.678,""""": 0.678
""neutral"": 0.665
",FALSE,3/22/17 17:54,3,1178717755,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/8/8/6/1/TRU1424021.jpg,,,FALSE,3/10/17 23:02,3,1177858946,finalized,,,TRU1424021,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191981252,FALSE,finalized,3,3/30/17 15:20,beauty,0.6803,"""beauty"": 0.68
"""": 0.32
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6691,""""": 0.669
""fashion"": 0.331
",,0.6506,"""laughing"": 0.349
"""": 0.651
",happiness,1,"""happiness"": 1.0
""laughter"": 0.349
",FALSE,3/22/17 17:20,3,1178717760,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/7/6/f/7/TRU1424725.jpg,,,FALSE,3/10/17 23:02,3,1177858951,finalized,,,TRU1424725,Young Adult,,,0.6723,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191981263,FALSE,finalized,3,3/30/17 15:37,beauty,0.6692,""""": 0.331
""beauty"": 0.669
",fashion,0.3462,""""": 0.331
"""": 0.323
""fashion"": 0.346
",,,,,,,,0.6769,""""": 0.677
""fashion"": 0.323
",eating,0.6692,""""": 0.331
""eating"": 0.669
",neutral,0.3462,""""": 0.331
""happiness"": 0.323
""neutral"": 0.346
",FALSE,3/22/17 16:55,3,1178717770,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,semi identifiable,,,0.6522,"""semi identifiable"": 0.652
""identifiable"": 0.348
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/7/c/6/e/TRU1424833.jpg,,,FALSE,3/10/17 23:04,3,1177858961,finalized,,,TRU1424833,Child,,,1,White or Caucasian,,,0.7077,Female,,,1,,Half length shot,,,0.6404,Sitting,,,1,,,beauty|fashion|||eating|Sitting

1191981265,FALSE,finalized,3,3/30/17 15:20,beauty,0.6625,"""beauty"": 0.663
"""": 0.338
",fashion,0.6625,"""fashion"": 0.663
"""": 0.338
",,,,,,,,0.6625,""""": 0.663
""social"": 0.338
",,0.6625,""""": 0.663
""talking"": 0.338
",neutral,0.6625,"""neutral"": 0.663
""confusion"": 0.338
",FALSE,3/22/17 17:28,3,1178717772,finalized,Yes,,,1,Yes,,,1,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,2 people,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/6/f/e/TRU1424835.jpg,,,FALSE,3/10/17 22:59,3,1177858963,finalized,,,TRU1424835,Child,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191981290,FALSE,finalized,3,3/30/17 15:04,beauty,0.6686,"""beauty"": 0.669
"""": 0.331
",fashion,1,"""fashion"": 1.0
",,0,,,,,,0.6662,""""": 0.666
""events"": 0.334
",,0.6662,""""": 0.666
"""": 0.334
",neutral,1,"""neutral"": 1.0
",FALSE,3/22/17 17:27,3,1178717801,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/5/6/1/4/TRU1425378.jpg,,,FALSE,3/10/17 22:48,3,1177859028,finalized,,,TRU1425378,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Eye contact / looking at camera,,,0.6593,Standing,,,0.6902,,,beauty|fashion||||Standing

1191981293,FALSE,finalized,3,3/30/17 15:53,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,0,,,,,,1,""""": 1.0
""social"": 0.336
""fashion"": 0.336
""events"": 0.336
",,1,""""": 1.0
""swimming"": 0.336
"""": 0.336
",,1,"""neutral"": 0.664
"""": 1.0
"""": 0.664
""confusion"": 0.336
""happiness"": 0.336
",FALSE,3/22/17 17:28,3,1178717805,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/9/a/e/3/TRU1425382.jpg,,,FALSE,3/10/17 22:59,3,1177859032,finalized,,,TRU1425382,Young Adult,,,0.6262,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191981455,FALSE,finalized,3,3/30/17 15:48,beauty,0.6761,"""beauty"": 0.676
"""": 0.324
",fashion,0.6761,"""fashion"": 0.676
"""": 0.324
",,,,,,,,0.662,""""": 0.662
""fashion"": 0.338
",,1,""""": 1.0
",surprise,0.338,"""surprise"": 0.338
"""": 0.324
""confusion"": 0.338
",FALSE,3/22/17 16:49,3,1178717847,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/0/8/d/8/TRU1427085.jpg,,,FALSE,3/10/17 23:03,3,1177859144,finalized,,,TRU1427085,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,0.6545,Sitting,,,1,,,beauty|fashion||||Sitting

1191981466,FALSE,finalized,3,3/30/17 15:48,beauty,0.6441,""""": 0.356
""beauty"": 0.644
",fashion,0.6441,""""": 0.356
""fashion"": 0.644
",,,,,,,,0.7119,""""": 0.712
""fashion"": 0.288
",,1,""""": 1.0
",neutral,0.6441,""""": 0.356
""neutral"": 0.644
",FALSE,3/22/17 17:25,3,1178717859,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/2/a/7/f/TRU1434600.jpg,,,FALSE,3/10/17 22:51,3,1177859156,finalized,,,TRU1434600,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Head and shoulders,,,1,,,,1,,,beauty|fashion||||

1191981472,FALSE,finalized,3,3/30/17 15:48,beauty,0.3498,""""": 0.332
"""": 0.318
""beauty"": 0.35
",fashion,0.6677,""""": 0.332
""fashion"": 0.668
",,,,,,,,0.6677,"""relaxation"": 0.332
""health"": 0.332
"""": 0.668
",,1,"""relaxing"": 0.332
"""": 1.0
",neutral,1,"""neutral"": 1.0
"""": 0.332
",FALSE,3/22/17 17:15,3,1178717866,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/5/8/d/0/TRU1434607.jpg,,,FALSE,3/10/17 22:58,3,1177859163,finalized,,,TRU1434607,Young Adult,,,0.6797,White or Caucasian,,,1,Female,,,1,,Headshot,,,0.6674,,,,1,,,beauty|fashion||||

1191981473,FALSE,finalized,3,3/30/17 15:25,beauty,0.6519,""""": 0.348
""beauty"": 0.652
",fashion,0.6519,""""": 0.348
""fashion"": 0.652
",,,,,,,,0.7124,""""": 0.712
""fashion"": 0.288
",,1,""""": 1.0
",,0.7124,""""": 0.712
""neutral"": 0.288
",FALSE,3/22/17 17:11,3,1178717867,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.6697,"""identifiable"": 0.67
""semi identifiable"": 0.33
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/d/1/2/e/TRU1434608.jpg,,,FALSE,3/10/17 22:57,3,1177859164,finalized,,,TRU1434608,Young Adult,,,1,White or Caucasian,,,0.6908,Female,,,1,,Head and shoulders,,,0.6453,,,,0.6908,,,beauty|fashion||||

1191981478,FALSE,finalized,3,3/30/17 15:34,beauty,0.6817,""""": 0.318
""beauty"": 0.682
",fashion,0.6817,""""": 0.318
""fashion"": 0.682
",,0,,,,,,0.6683,""""": 0.668
""fashion"": 0.332
",,0.6683,""""": 0.668
"""": 0.332
",neutral,0.3501,""""": 0.318
""anger"": 0.332
""neutral"": 0.35
",FALSE,3/22/17 16:32,3,1178717871,finalized,Yes,,,0.3529,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",TRUE,,,0.6471,,,,,,,,,,0,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/a/3/4/TRU1434623.jpg,,,FALSE,3/10/17 22:57,3,1177859168,finalized,,,TRU1434623,Young Adult,,,0.3529,White or Caucasian,,,0.3529,Female,,,0.3529,,Head and shoulders,,,0.3529,Standing,,,0.3529,,,beauty|fashion||||Standing

1191981481,FALSE,finalized,3,3/30/17 15:12,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6667,""""": 0.667
""getting_ready"": 0.333
""fashion"": 0.333
",,1,""""": 1.0
""relaxing"": 0.333
",neutral,1,"""neutral"": 1.0
""excitement"": 0.333
"""": 0.333
",FALSE,3/22/17 17:11,3,1178717874,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/a/3/6/4/TRU1434626.jpg,,,FALSE,3/10/17 22:57,3,1177859171,finalized,,,TRU1434626,Teen,,,0.6564,White or Caucasian,,,0.6564,Female,,,1,,Headshot,,,0.6474,Standing,,,0.6564,,,beauty|fashion||||Standing

1191981483,FALSE,finalized,3,3/30/17 15:47,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6693,""""": 0.669
""fashion"": 0.331
""events"": 0.331
",,1,""""": 1.0
",neutral,1,"""neutral"": 1.0
"""": 0.354
"""": 0.354
""surprise"": 0.331
""stress"": 0.331
",FALSE,3/22/17 17:01,3,1178717876,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/8/e/8/c/TRU1434983.jpg,,,FALSE,3/10/17 22:46,3,1177859182,finalized,,,TRU1434983,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Head and shoulders,,,1,,,,1,,,beauty|fashion||||

1191981485,FALSE,finalized,3,3/30/17 15:19,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,0,,,,,,1,""""": 1.0
",,0.6667,""""": 0.667
""relaxing"": 0.333
"""": 0.333
",neutral,0.6667,""""": 0.667
""surprise"": 0.333
""neutral"": 0.667
",FALSE,3/22/17 17:25,3,1178717878,finalized,Yes,,,0.6869,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.6597,"""identifiable"": 0.66
""semi identifiable"": 0.34
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/c/b/e/5/TRU1434985.jpg,,,FALSE,3/10/17 22:50,3,1177859184,finalized,,,TRU1434985,Mid Adult,,,0.6869,White or Caucasian,,,0.6869,Female,,,1,,Full body shot,,,1,Sitting,,,1,,,beauty|fashion||||Sitting

1191981502,FALSE,finalized,3,3/30/17 15:19,beauty,0.3579,"""beauty"": 0.358
"""": 0.338
"""": 0.304
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.3579,""""": 0.358
""relaxation"": 0.338
""fashion"": 0.304
",,0.662,""""": 0.662
""relaxing"": 0.338
",,1,""""": 1.0
",FALSE,3/22/17 17:15,3,1178717896,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,unidentifiable,,,1,"""unidentifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/6/d/d/c/TRU1435554.jpg,,,FALSE,3/10/17 22:56,3,1177859203,finalized,,,TRU1435554,Young Adult,,,0.6643,White or Caucasian,,,1,Female,,,1,,Half length shot,,,0.6686,Lying Down,,,0.6671,,,beauty|fashion||||Lying Down

1191981504,FALSE,finalized,3,3/30/17 15:51,beauty,0.6599,""""": 0.34
""beauty"": 0.66
",fashion,0.6676,"""fashion"": 0.668
"""": 0.332
",,,,,,,,0.6726,""""": 0.673
""relaxation"": 0.327
",,0.6726,""""": 0.673
""relaxing"": 0.327
",,1,""""": 1.0
",FALSE,3/22/17 17:27,3,1178717897,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,unidentifiable,,,1,"""unidentifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/8/e/4/2/TRU1435555.jpg,,,FALSE,3/10/17 22:52,3,1177859204,finalized,,,TRU1435555,Young Adult,,,1,White or Caucasian,,,0.6636,Female,,,1,,Half length shot,,,0.3364,Lying Down,,,1,,,beauty|fashion||||Lying Down

1191981518,FALSE,finalized,3,3/30/17 15:40,beauty,0.678,"""beauty"": 0.678
"""": 0.322
",fashion,0.678,"""fashion"": 0.678
"""": 0.322
",,,,,,,,0.661,"""fashion"": 0.339
"""": 0.661
",,0.678,""""": 0.678
""using_techlogy"": 0.322
",neutral,0.661,""""": 0.339
""neutral"": 0.661
",FALSE,3/22/17 16:54,3,1178717912,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/b/0/e/f/TRU1440602.jpg,,,FALSE,3/10/17 23:06,3,1177859233,finalized,,,TRU1440602,Young Adult,,,0.6413,White or Caucasian,,,1,Female,,,1,,Full body shot,,,0.6413,Sitting,,,1,,,beauty|fashion||||Sitting

1191981519,FALSE,finalized,3,3/30/17 15:22,beauty,0.7083,"""beauty"": 0.708
"""": 0.292
",fashion,0.7083,"""fashion"": 0.708
"""": 0.292
",,,,,,,,0.6458,""""": 0.646
""fashion"": 0.354
",,1,""""": 1.0
",,0.6458,""""": 0.646
""neutral"": 0.354
",FALSE,3/22/17 17:20,3,1178717913,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/b/e/b/2/TRU1440603.jpg,,,FALSE,3/10/17 22:41,3,1177859234,finalized,,,TRU1440603,Young Adult,,,1,White or Caucasian,,,0.6763,Female,,,1,,Head and shoulders,,,1,Standing,,,0.6616,,,beauty|fashion||||Standing

1191981674,FALSE,finalized,3,3/30/17 15:35,beauty,0.6781,"""beauty"": 0.678
"""": 0.322
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.3526,""""": 0.353
""fashion"": 0.322
""relaxation"": 0.322
""social"": 0.325
",,0.3526,""""": 0.353
""relaxing"": 0.322
""walking"": 0.325
",neutral,0.6474,""""": 0.353
""neutral"": 0.647
",FALSE,3/22/17 17:55,3,1178717963,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
